TIME,start_port_id,end_port_id,user_id,gross_sales_amount_tax_excluded,payment_amount_tax_excluded,ride_duration_seconds
2023-02-04 22:00:00,9040196,9040196,MbL8iHsT7OWm5fSCcC6g1UP5Zz43,60,60,111
2023-02-04 16:00:00,9040137,9040023,rtSgfhe3DL9UaqHwoJGf,73,73,160
2023-02-04 16:00:00,9040030,9040030,i1pZ1ECIiKT3jLEkttJ3kquDerm2,73,73,158
2023-02-04 11:00:00,9040062,9040111,uo9ybqHLIuF90fzOqhlI,428,428,1712
2023-02-04 01:00:00,9040120,9040267,gX4eTMXcFxdMVl5lQeYRXmWUmt73,428,428,1735
2023-02-04 15:00:00,9040117,9040028,PFxg0bbn0ITWH7BvOaGrVzDePFA2,428,428,1719
2023-02-04 22:00:00,9040088,9040088,LYURpHVgwOeYHCfrZVC9RAcQcBb2,469,469,1908
2023-02-04 15:00:00,9040117,9040032,qjNiQ2XSdie9WjmapCTXdqor80C2,482,482,1952
2023-02-04 10:00:00,9040254,9040032,QGrxRXjTSMfgq5fyOEaGWSiXEQO2,482,482,1937
2023-02-04 13:00:00,9040269,9040269,otzc9Tki4LMTUsSAsy8IRG2GZ7J3,482,482,1940
2023-02-04 15:00:00,9040034,9040251,At7OMEfVElMpaEAi0uTFmQ5n8Ie2,482,482,1975
2023-02-04 14:00:00,9040024,9040117,MIV2hZrW1CZDo4MGkr9Dfr7g7C92,482,482,1972
2023-02-04 00:00:00,9040099,9040088,hKM009vbFYZQzc69Ja6m7eFhwd52,496,496,1995
2023-02-04 14:00:00,9040024,9040237,eydepR6ub6Sa8tDNDKWrTPut1q33,496,496,1984
2023-02-04 23:00:00,9040090,9040090,wvGkV8GeS6eMhyNbKSef,496,496,1986
2023-02-04 16:00:00,9040184,9040125,CPb3dm6DFjOMe2Bhp0SL,523,523,2125
2023-02-04 08:00:00,9040044,9040044,ITFohS1Ow4of5o0eNsyp,523,69,2146
2023-02-04 20:00:00,9040189,9040023,fKJgkW9rQcW3tJW1eiivYQxAzkF2,537,537,2162
2023-02-10 22:00:00,9040168,9040023,IGW1MSWFJAcoxbn5EwTsaXdCQbZ2,496,496,2015
2023-02-10 19:00:00,9040261,9040247,gdJSjqGDMsN9YCv7wX1qcKINOUx1,1669,1669,7196
2023-02-10 18:00:00,9040153,9040134,lkpKuSc6xOTv9rf5m4u7tzpKR1B2,510,510,2100
2023-02-10 20:00:00,9040044,9040044,Btij4rgu1leQsAXS0360Oo5R1vT2,619,619,2561
2023-02-10 20:00:00,9040044,9040044,WYpeCdFfa0gdO6PQTtcXE670Tcr1,619,164,2540
2023-02-10 12:00:00,9040171,9040267,mvBdabAe6NPLaaUdF7MUy74tuhC3,864,864,3603
2023-02-10 14:00:00,9040116,9040116,avTIMJXsI9WVj1q4DzHA,878,878,3688
2023-02-09 23:00:00,9040097,9040102,cc8nVJ4i73cxq88aXBw2ycS3Xgk2,905,905,3827
2023-02-10 20:00:00,9040092,9040131,KhEplD6pzIeut0jR6zCZUNUuSOW2,455,455,1815
2023-02-10 18:00:00,9040107,9040107,hS3ZBdqmCkd6GXCV2SuDHWBfElT2,60,60,89
2023-02-10 18:00:00,9040107,9040107,hS3ZBdqmCkd6GXCV2SuDHWBfElT2,60,60,96
2023-02-10 00:00:00,9040234,9040214,F3LCvInbc02TQSo1DzOa,73,73,145
2023-01-28 15:00:00,9040139,9040176,uo9ybqHLIuF90fzOqhlI,387,194,1554
2023-01-28 15:00:00,9040139,9040176,mAbQtYi4YKkEKgmk7p2Z,400,200,1566
2023-01-28 21:00:00,9040243,9040168,8kTvCod0k5YXRSkacymwIWW01yy1,400,200,1566
2023-01-28 15:00:00,9040255,9040136,3TWg59MNYLVQfFeXmXQjsbUz4nF3,414,208,1629
2023-01-28 13:00:00,9040176,9040168,uo9ybqHLIuF90fzOqhlI,414,208,1631
2023-01-28 13:00:00,,9040168,mAbQtYi4YKkEKgmk7p2Z,414,208,1623
2023-01-28 18:00:00,9040040,9040261,hvQgCVs4xOaS9HeqakSXIBolk0j1,414,208,1676
2023-01-28 14:00:00,9040223,9040002,0pCpxtqUpZO7AOIszBrsnIr5ac43,414,208,1672
2023-01-28 18:00:00,9040040,9040261,n6QD10GOv1UqaxZiLhrrSh9jQJz2,414,208,1660
2023-01-28 22:00:00,9040006,9040111,8qnFSGPCCFUawa48XDuKh2lLuzY2,428,214,1729
2023-01-28 09:00:00,9040165,9040139,iT9AjAxYIuWRfR4Leso8DUqBNlb2,428,214,1736
2023-01-28 17:00:00,9040210,9040224,e7o2jNGFUFWIVPuaiRqb8dxlVvR2,441,221,1747
2023-01-28 17:00:00,9040047,9040216,lmDXEaaQ9QgtwFBaSXN70Js3mkl1,441,221,1774
2023-01-28 00:00:00,9040028,9040172,veyH1cwcY8YJMFfFmOrPfEq5abZ2,441,221,1758
2023-01-28 00:00:00,9040028,9040172,iT9AjAxYIuWRfR4Leso8DUqBNlb2,455,228,1808
2023-01-28 17:00:00,9040111,9040006,8qnFSGPCCFUawa48XDuKh2lLuzY2,455,228,1827
2023-01-28 15:00:00,9040255,9040193,vjP7MKNIF2athDB5w7YM,469,235,1918
2023-01-28 19:00:00,9040114,9040200,0jPw73AJN9WLWNyEwiSdLSzq2th2,482,241,1946
2023-01-28 17:00:00,9040184,9040150,lpQNUCXV9lgNcwsQvY5W1gpaoQh2,496,249,1983
2023-01-28 17:00:00,9040184,9040150,9SwjWArFSkMFAd4RO37VQQ57zmD3,496,249,1991
2023-01-28 22:00:00,9040006,9040189,ssH6rd8YfbY9Ml8PtN6Sqdwb2cd2,496,249,2019
2023-01-28 16:00:00,9040090,9040150,qx2hSLoWXBbpUlNcua8LVgnjPzN2,523,262,2115
2023-01-28 14:00:00,9040057,9040057,WE4GWd6X08ZJ9i6UVqxxLWQgj822,537,269,2196
2023-01-28 11:00:00,9040184,9040003,Jr4EdapsLPMsdbrrIOzHXnxfCGI2,537,269,2170
2023-01-28 18:00:00,9040201,9040234,dP4zJDZJPNXD6c42TNdV7g98On93,550,276,2235
2023-01-28 15:00:00,9040006,9040161,luz0fiu30caAcGOdv5gnvDpPYT73,605,303,2474
2023-01-28 15:00:00,9040006,9040161,p3ZmREePPRh0EMR08LoU7wzpHhg1,605,303,2474
2023-01-28 15:00:00,9040006,9040194,rFRBle2njHaGAwi6yNS7UpFxK742,619,310,2545
2023-01-28 15:00:00,9040270,9040270,2URaVgrDEVXjdRoWXDOXP535NSR2,646,323,2658
2023-01-28 18:00:00,9040193,9040193,j0IxGq7wWuWzSQyzqA6N6svjbfm2,646,323,2665
2023-01-28 00:00:00,9040272,9040254,TH9wqO4UQ3X4juxKSKbiW8x3IZU2,673,337,2789
2023-01-28 16:00:00,9040203,9040184,qpgUwgozJdfbS8rzA4Hp5l49kIj2,864,432,3602
2023-01-28 16:00:00,9040203,9040184,s7cX4eDOWLe5xwPrI6OXivTMbmr2,878,440,3702
2023-01-28 00:00:00,9040121,9040121,fw3kVogIS2fcdUxiCOJI16UBDu22,1014,508,4307
2023-01-28 16:00:00,9040119,9040119,sONUAm3PUMRvnZhuzFGiNvWtFjD2,1055,528,4499
2023-01-28 16:00:00,9040119,9040119,9eMEQSI3iRggWMgiE98iOaMt85n1,1069,535,4545
2023-01-28 20:00:00,9040111,9040090,gdJSjqGDMsN9YCv7wX1qcKINOUx1,1191,596,5098
2023-01-28 10:00:00,9040051,9040019,1GGgtF0kRNUy6bVcibC4nagz3lZ2,1260,630,5343
2023-01-28 15:00:00,9040144,9040040,n6QD10GOv1UqaxZiLhrrSh9jQJz2,1410,705,6007
2023-01-28 15:00:00,9040144,9040040,hvQgCVs4xOaS9HeqakSXIBolk0j1,1423,712,6072
2023-01-28 13:00:00,9040216,9040012,1GGgtF0kRNUy6bVcibC4nagz3lZ2,1437,719,6131
2023-01-28 14:00:00,9040038,9040022,0K1XpCHbeVQcM0lVJ1uhNHbJ7OM2,1669,835,7199
2023-01-28 12:00:00,9040184,9040231,JPsOdKOjAgSlRWem3agtuUXKXh62,2514,1258,10901
2023-01-28 11:00:00,9040059,9040020,cDG1Le3ORyTzDn4CjyYX,2582,1291,11167
2023-02-13 07:00:00,9040154,9040264,LJu1xZsue6ZmreObaz9eW1XP7cj1,73,73,166
2023-02-13 20:00:00,9040242,9040030,fRFyPMvg9U9RDetf4ssu,469,469,1908
2023-02-13 22:00:00,9040090,9040270,Bs8p7OUVNgddqAKSSKZwOrallIx1,496,496,2011
2023-02-13 00:00:00,9040147,9040085,dNSn9PVmHAe3RhqKWWmXPxKUauw1,550,550,2222
2023-02-13 00:00:00,9040095,9040075,LEYexznJsJVxjNeA3olJ4UH4zO53,550,96,2233
2023-02-13 16:00:00,9040243,9040023,KEemNBBsWNUO8Y7RnduEnaKLEWJ2,619,619,2527
2023-02-12 23:00:00,9040261,9040261,qO0Rh8tOn6XHfnEOpJCatHoVyJl1,673,219,2772
2023-02-13 16:00:00,9040247,9040247,82x3eIFnfMWQkdvbV1jrT6gTrI42,673,673,2820
2023-02-13 13:00:00,9040118,9040010,MfhSteCr7Z55nDJ4y97Z,687,687,2832
2023-02-13 11:00:00,9040020,9040270,8TQID5uWHfPBRQrPoO8k,687,687,2827
2023-02-12 23:00:00,9040261,9040261,OhVZHwfb6Xgmd8z3AsOF47a0Fpg1,700,246,2909
2023-02-13 18:00:00,9040021,9040137,t1lVK3WyhIPT5rUEszpRyGwbk5x2,728,728,3011
2023-02-13 16:00:00,9040021,9040090,nJhYdFKedhg2oklpLoStCxLGw8y2,755,300,3137
2023-02-13 13:00:00,9040197,9040165,5JoIJLq2t2VSuPMGHLc6bcxOome2,769,769,3192
2023-02-13 05:00:00,9040010,9040010,OHsT28r3W0e9ZawHMxRxkdCmZ1H3,837,837,3519
2023-02-13 17:00:00,9040278,9040278,ogu3dxRIlDVv9bVgA5QQgjs5Kxj2,837,837,3535
2023-02-13 14:00:00,9040013,9040013,Kw5c9TWayMTOrvJIuJCIqNe7qL23,1505,596,6480
2023-02-13 15:00:00,9040264,9040203,XUKwrmH6VcUtCazmctVXOL66W7w1,1737,1737,7443
2023-02-13 12:00:00,9040160,9040148,o1enO94LwzRoGojA0rWrwrY8Vgm1,2378,2378,10321
2023-02-13 12:00:00,9040160,9040148,f1nHJwSvNtcdwOFqRQ1CNnpewh02,2378,2378,10308
2023-02-09 22:00:00,9040031,9040207,bHhNRtBC4KOmATbiThgAKmgN9Ym1,469,469,1868
2023-02-08 23:00:00,9040104,9040267,a9AxYvTYi9QCi660NsIfIdI4hU53,700,246,2938
2023-02-09 02:00:00,9040021,9040119,Hs17FUu3RrbDpjyfZ6TrdFK6wEM2,482,482,1928
2023-02-09 12:00:00,9040243,9040278,qb5mbwp7S0RqU5oIx03OskTwNql2,1669,1669,7149
2023-02-09 16:00:00,9040023,9040023,bxDas50cGvNmfAa8N6jCJywkogJ3,523,523,2101
2023-02-09 13:00:00,9040117,9040267,hK94U2C015U9cNizVEct2h7H0dy1,1682,1228,7239
2023-02-09 13:00:00,9040117,9040267,eMTz115JVQMj5CEAA8O5YAGEZsE2,1696,1241,7284
2023-02-09 13:00:00,9040112,9040059,Uh14XP3TI9gPpNgYHUmvbTeaAtG2,1246,1246,5290
2023-02-09 22:00:00,9040268,9040160,QqHyyOW0gsSLUMPklAI2YviCz8J2,550,550,2250
2023-02-09 11:00:00,9040086,9040186,QrefM7SOnBeRIbStmK4DRlUIiAR2,564,564,2305
2023-02-09 23:00:00,9040277,9040261,UOpRqDiALVVHvAobfKqEXnAWQKo1,578,123,2384
2023-02-09 22:00:00,9040268,9040160,NxHFdyqlM1VEtyWkZYExoMlEwuJ2,578,123,2360
2023-02-09 10:00:00,9040150,9040160,q97zNTo9NKfvFOSF6p2864Jsq9f2,591,591,2416
2023-02-08 23:00:00,9040234,9040234,AtWNOvV0ZKAHJ2IMre4u,837,837,3509
2023-02-09 00:00:00,9040034,9040063,gv4UrJkuvnaREkW3u5s0evjCXR32,605,605,2487
2023-02-09 23:00:00,9040277,9040261,xtzX9jUbz4RpxHU1jWpo2J7FDO72,605,150,2503
2023-02-09 17:00:00,9040189,9040200,xaUlpInY9Ue57cAgBrvA5xv6wjp1,619,619,2548
2023-02-09 00:00:00,9040059,9040256,8DP916bTq0Ur2zelGM48R3tz9aV2,687,687,2832
2023-02-09 02:00:00,9040021,9040119,MZ7mbzLxbze0Vekcrgzv9jBUqeF2,455,455,1808
2023-01-31 17:00:00,9040247,9040247,vvJr6c5bidcfMhlaJkJVz73pzs42,60,60,69
2023-01-31 19:00:00,9040022,9040117,LMNUN0jMtZZaaCcL1IPPQTqEFwu2,73,73,124
2023-01-31 23:00:00,9040006,9040062,48mGYkRCbidXYKeTmefc,469,469,1882
2023-01-31 02:00:00,9040157,9040267,40nkwsA534OTpkm6vLZsSdFyHTi1,482,482,1928
2023-01-31 23:00:00,9040045,9040137,GZGbeWzk8OeICb4ox05rmDyTZYb2,496,496,2002
2023-01-30 23:00:00,9040013,9040184,Jr4EdapsLPMsdbrrIOzHXnxfCGI2,496,496,1989
2023-01-31 19:00:00,9040029,9040235,c0Z5p4XlyYPybHP4vdbCOcylRf13,496,496,2031
2023-01-31 15:00:00,9040137,9040032,oAxx9uKNVCakwhYpG6a4zXuGUp03,496,496,2025
2023-01-31 10:00:00,9040045,9040023,UFWFasxsdPfjAZRjiZzE6T15PPy2,537,537,2191
2023-01-31 00:00:00,9040167,9040092,Bk5oOLnzNmXmNyrV9OPfdqNbc7k1,591,591,2432
2023-01-31 17:00:00,9040045,9040168,9WjuafJP8uTbC9xNAo4VMwlnMTI2,591,137,2418
2023-01-31 19:00:00,9040029,9040235,iD8lpw6zNNcMlXRcLdHr9hwpHzw1,619,619,2560
2023-01-31 18:00:00,9040275,9040032,GJYtMu06kTMbJ8wmi7fei1E1bMw2,687,687,2857
2023-01-31 16:00:00,9040182,9040013,jgzYpIaeHXKWQUcwAiNr,700,700,2913
2023-01-31 12:00:00,9040021,9040058,VSeteZ7VDmeoSDbeiVhEHGyfZ923,823,823,3457
2023-01-31 15:00:00,9040139,9040237,vPy5qieCOWgbjQoflQZ72M84jKz2,891,891,3724
2023-02-12 18:00:00,9040234,9040201,g2qsC7XnAzS66FKQ8S6bdQR9iwy1,60,60,90
2023-02-12 18:00:00,9040160,9040227,hOJbXUHyV2XF7Fteb2yM,428,428,1699
2023-02-12 20:00:00,9040269,9040030,8GEKxThXofPiEu8JWVCIyYv64r22,428,428,1681
2023-02-12 16:00:00,9040060,9040006,hOJbXUHyV2XF7Fteb2yM,428,428,1734
2023-02-12 04:00:00,9040022,9040021,kjbI5VZIuDfN4DD8LwgmU6cWm083,455,455,1815
2023-02-12 09:00:00,9040189,9040269,fqWEJk69bnXHgAAm9VUdFvmZWxz1,455,455,1825
2023-02-12 04:00:00,9040022,9040021,hdUUwii7tkUTWVaX5x7MFjDVfMR2,455,455,1847
2023-02-12 13:00:00,9040289,9040191,DUqA7owfjxMHZRnobMxIPIsa1mw1,455,455,1860
2023-02-12 16:00:00,9040070,9040034,W9Sh2ADbuDOPF13lrqUtO67Z5uk1,3946,3946,17174
2023-02-12 18:00:00,9040081,9040057,SE2jy4n8XOTxI119QpvUSCbYmvo2,469,469,1912
2023-02-12 15:00:00,9040214,9040025,t46DlCON7SWy6VOx2oMdpVbP6In1,482,482,1967
2023-02-12 01:00:00,9040071,9040120,5XPIyPPNs9fBDUKCHFqXha14zv23,482,482,1930
2023-02-12 15:00:00,9040214,9040025,Fo4gREeY9S01YAMoUI7K,482,482,1952
2023-02-12 21:00:00,9040030,9040134,9CHqpQNm88dqn4yGyx7ipB8J4zk2,482,482,1961
2023-02-12 00:00:00,9040034,9040218,hk3e213xEETPV1n0UD08qs1Mwzm1,496,496,2023
2023-02-12 14:00:00,9040193,9040231,VXY3ILQ87rLVeKaTyOlR,496,496,1981
2023-02-12 14:00:00,9040193,9040231,THygmhlTXMhXtvjNPyU8MPZLcox2,496,496,2013
2023-02-12 00:00:00,9040113,9040122,JAtwXhpDiWYMDXZdfKksonmEiyI2,496,496,2032
2023-02-12 17:00:00,9040111,9040134,q3XnGK7LnaQIHSh0Q1PXFbb1Y4K2,510,510,2042
2023-02-12 09:00:00,9040013,9040148,qJ0UnM05I7TWg5WK2bcAvIjEGJE3,510,55,2058
2023-02-12 17:00:00,9040128,9040147,GIHIk94CIZWwMW9pv9xfiNfOrwO2,510,510,2069
2023-02-12 17:00:00,9040128,9040147,ODR37vLwoFRV1jfFD2q2qjivAEj1,510,510,2071
2023-02-12 14:00:00,9040274,9040254,xahVfvwyo1fAFTGQYBjBCDALiOv1,510,55,2093
2023-02-12 12:00:00,9040134,9040032,iU3Nc0X9j3c2dK8uysZJPi0QlQu1,523,523,2115
2023-02-12 12:00:00,9040134,9040032,PmEKF7q2AOY9ImB6OcSpzJPcbl12,523,523,2121
2023-02-12 12:00:00,9040074,9040289,DUqA7owfjxMHZRnobMxIPIsa1mw1,537,537,2186
2023-02-12 14:00:00,9040289,9040170,BXhOqhNjcRWmdgZDsZ0viwjGHAC3,537,537,2206
2023-02-12 20:00:00,9040096,9040034,gZNayVBlAdhO8DRDSCSVUKLffL12,537,537,2215
2023-02-12 12:00:00,9040032,9040023,THygmhlTXMhXtvjNPyU8MPZLcox2,550,550,2258
2023-02-12 14:00:00,9040289,9040170,s6kHJyI75NUXh6oEl1vP3pHbcDi2,550,550,2270
2023-02-12 16:00:00,9040032,9040013,d4iEnhhhZgbQ4HYQCy48M7NrBbh1,550,550,2259
2023-02-12 11:00:00,9040289,9040027,K0IZyJybQq24QO5xq9CG,550,550,2257
2023-02-12 12:00:00,9040034,9040023,VXY3ILQ87rLVeKaTyOlR,550,550,2236
2023-02-12 05:00:00,9040117,9040306,JLogXB77yffhWiwdHqUUcEBAXWf1,564,564,2292
2023-02-12 00:00:00,9040082,9040168,MkTMxr6KmXcTt4ZPWOqTpOAQLoN2,564,564,2291
2023-02-12 11:00:00,9040289,9040027,KLL7rIA7ExdZStRXPOrM,564,564,2286
2023-02-12 14:00:00,9040032,9040037,SRBAdIv1ghVSHVqTwuUcMwe4JF33,578,578,2378
2023-02-12 08:00:00,9040052,9040024,k3BRhkKMXqPIExpr2wIXqNKed242,578,123,2343
2023-02-12 20:00:00,9040045,9040034,SMtY3BkhEQWafCq2pZFkkt3hS0m1,578,578,2392
2023-02-12 14:00:00,9040032,9040037,1H4TekMvJGXxGSR9mIG0UEJngyG3,578,578,2396
2023-02-12 12:00:00,9040233,9040128,hIRSeQXDtXahrq49lRE7ix4lj6r2,591,591,2421
2023-02-12 04:00:00,9040240,9040240,s1i1J7BRRkMxHfXgtBa6Baj70JJ3,591,591,2458
2023-02-12 22:00:00,9040279,9040034,Dd5EIIRTtXfKTF2E24emMFHH0bF2,591,591,2458
2023-02-12 03:00:00,9040035,9040061,Lh76fU5hCsX72pgy45Nr2zGkJ573,619,619,2544
2023-02-12 18:00:00,9040081,9040121,FHxEhOTJh9gMhhh1ZjFlTMMTJ5K2,619,619,2535
2023-02-12 18:00:00,9040234,9040091,4MnDHXwECjRdWlDoJQEdzpXftyD2,660,205,2730
2023-02-12 21:00:00,9040036,9040043,NUh30molcWWLxBqqxjoOuOr0Ah42,687,687,2831
2023-02-12 13:00:00,9040068,9040027,CeRvs4x44CfyWLmOLQCRi4Mo9aw2,687,232,2835
2023-02-12 08:00:00,9040020,9040178,mgOzWjkmKAcQ6sBzcZPe,728,728,3048
2023-02-12 12:00:00,9040170,9040289,s6kHJyI75NUXh6oEl1vP3pHbcDi2,741,741,3106
2023-02-12 12:00:00,9040170,9040289,BXhOqhNjcRWmdgZDsZ0viwjGHAC3,741,741,3090
2023-02-12 12:00:00,9040127,9040234,l4vsAHVuONdTRYldaFzDYR50sUR2,769,769,3225
2023-02-12 08:00:00,9040020,9040178,TPfEVBlFBD697v4SJuEy,769,769,3236
2023-02-12 12:00:00,9040127,9040234,6vsSwu93cUfWDtX6QEikcxkNCQ93,769,314,3224
2023-02-12 15:00:00,9040291,9040142,xXhZQkEoFbUlT6vKULesdFgpLZ02,837,837,3492
2023-02-12 16:00:00,9040199,9040129,Top16bc5LwWSrQCYL2LWpKD1XZI2,864,864,3621
2023-02-12 14:00:00,9040144,9040138,gApVKfNA8MNQQBgdQbE7k6cE53o2,864,410,3642
2023-02-12 16:00:00,9040241,9040117,5yf7fdd9ZwYR6vw2AdEuySh86882,932,478,3944
2023-02-12 12:00:00,9040010,9040058,itf2DjQ9hJS4FoLsI72UXJ06Uub2,946,946,4010
2023-02-12 12:00:00,9040088,9040088,fZtDE0QvzTY5OGA6BRKy5F867k23,973,973,4116
2023-02-12 16:00:00,9040241,9040117,x0AyN4IDcVTZq5C6EMtr4hPu1323,987,532,4197
2023-02-12 09:00:00,9040113,9040068,5c31Z1QjfcW7hYiewP9rIlS3FUv1,1000,546,4210
2023-02-12 09:00:00,9040113,9040068,spb2LllCfMdnq0ysrYhUltD15HA3,1000,546,4221
2023-02-11 23:00:00,9040045,9040045,FK2RGeZV9EaBbUtOEwGu,1014,560,4270
2023-02-12 13:00:00,9040184,9040021,ux996sg6gaRHi2ILU6mx2cHap1b2,1041,587,4406
2023-02-12 01:00:00,9040035,9040122,IXK3uNfuR2fGvdImQNhn79vHcgl1,1150,1150,4905
2023-02-12 15:00:00,9040184,9040153,Kb1nYcufknROf240w1MDMk2gksu1,1478,1023,6307
2023-02-12 15:00:00,9040184,9040153,gWGHwtku5MR58vHYcxhm5Uhrb1e2,1478,1023,6355
2023-02-12 14:00:00,9040218,9040218,I5TEIdRw252yvOn3ebeG,1628,719,6985
2023-02-12 14:00:00,9040218,9040218,5kRKls0B8EScSvYs7fV7nWsio992,1628,719,7017
2023-02-12 13:00:00,9040090,9040090,mY4yhImQ6RgvdP4YVdlOriwNEFu2,1710,1710,7351
2023-02-12 01:00:00,9040264,9040137,VE95glN0hiT6t1yri3BWdOhDQ6X2,1982,1982,8540
2023-01-27 07:00:00,9040164,9040125,lkR7nEX8JFcW0D2FlMDK,387,194,1516
2023-01-27 22:00:00,9040253,9040170,hIjjcmQL9cSeIyuoOAL2eFmGjQW2,400,200,1617
2023-01-27 14:00:00,9040009,9040241,RB2jNEFiqqU1X3uKSK04yysUf7z1,428,214,1685
2023-01-27 14:00:00,9040184,9040023,jguILmpH2zQWlyosKIqE3UY8jTA3,455,228,1835
2023-01-27 01:00:00,9040270,9040216,R7bpv7cSoignWJbyWz0yflymaUL2,482,241,1922
2023-01-27 15:00:00,9040255,9040101,Bxye0THBXGOfg0dWmi92zdRosPm2,482,241,1945
2023-01-26 23:00:00,9040070,9040270,ahkmGyq1xgMPMrdQRrl9FBjPuNf2,523,262,2114
2023-01-26 23:00:00,9040070,9040269,cH2hiZOn6le349xlBWmC8RtZ5ug2,537,269,2215
2023-01-27 13:00:00,9040184,9040136,KdM7NJYMQfNzOVOX1vPvTTiDh333,550,276,2254
2023-01-26 23:00:00,9040028,9040088,G5Esek88TMYrrzQ3Wxh0sQvXiGv2,550,276,2255
2023-01-27 03:00:00,9040120,9040120,RKtr16RkurTecaaSzdd4n9NSYSa2,660,330,2721
2023-01-27 14:00:00,9040184,9040003,nE5NHcAQPeRU8ClGO9G4ypwUZLR2,673,337,2810
2023-01-27 16:00:00,9040233,9040134,AcZDBOCrvqZsNZv3xXgEqyGZWjs1,1491,746,6406
2023-01-27 16:00:00,9040103,9040134,8iq8Xcr881VHg3Arc1Wqz1Tt1PL2,1546,773,6613
2023-01-16 07:00:00,9040029,9040271,xO7SBliqusa6epb2e2mUG3j4KyQ2,469,469,1916
2023-01-16 08:00:00,9040071,9040136,LXMCKpQfTeUlLDjOubFgoYF2pg42,482,482,1955
2023-01-16 11:00:00,9040023,9040046,6VyIfxVxy1XQtUapBnkvbYMZdK02,2637,955,11430
2023-01-16 15:00:00,9040127,9040127,uwDMKCELk7OTFKIwOFiwbDLIzSG2,728,728,3058
2023-01-16 14:00:00,9040243,9040133,VoaRDi6bsSdAWgXEmfPNRf9McXp1,510,510,2063
2023-01-16 15:00:00,9040141,9040271,A1D5a7ikCBC8JS2J8YAi,769,769,3226
2023-01-16 15:00:00,9040141,9040271,j8fzzoAdTYl2ht3ToRJZ,769,769,3190
2023-01-16 13:00:00,9040126,9040200,tl1JlBZQELjPqM8VuuLl,537,537,2205
